speciesId,family,stage,attribute,candidatePath,rawBytes,sha256,canvasWidth,canvasHeight,alphaMin,alphaMax,transparentPixelRatio,opaquePixelRatio,visiblePixelRatio,alphaFringeRatio,bboxWidthRatio,bboxHeightRatio,topMargin,bottomMargin,leftMargin,rightMargin,visibleCentroidX,visibleCentroidY,centerOffsetX,centerOffsetY,edgeContact,nearEdgeContact,bboxTouchesEdges,opaqueCornerCount,fullyOpaqueCanvas,nearlyOpaqueCanvas,rectangularBackgroundSuspicion,whiteRectangleSuspicion,grayRectangleSuspicion,blackRectangleSuspicion,connectedComponentCount,largestVisibleComponentRatio,lowDensitySuspicion,meanLuminance,meanSaturation,edgeDensity,styleQualityOutlier,styleOutlierFields
m148,F051,1,dark,public/monsters/m148.webp,213096,b52b5db491c3ee9cab92a5d10a32d1e19d2fbbd4b90806152319a7a31b811b40,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,197.408877,0.077615,0.028926,false,
m149,F051,2,dark,public/monsters/m149.webp,264676,3863fa3af9b04826867e0cfc534e687cfb8b597d70c53adfe1a7075fcc8efda6,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,173.500739,0.109159,0.043555,false,
m150,F051,3,dark,public/monsters/m150.webp,260354,3b15b67d81a062800f86ebea0a0b6fc16309298c67792a7b0d2d0f765840bba0,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,186.813613,0.088833,0.037573,false,
m151,F052,1,dark,public/monsters/m151.webp,224938,aeb13c02b9a1ab6a6d5d8269a95e03b2f8f48b9e45e8f4b53ad1f2627a19b795,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,161.652654,0.175117,0.025248,false,
m152,F052,2,dark,public/monsters/m152.webp,217386,70e1331730eea6c516e457880df91ed026c8cc43c8a441d643e9e0fd338e008e,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,178.723646,0.172698,0.026182,false,
m153,F052,3,dark,public/monsters/m153.webp,287056,8f2aae3a48ff3a33ecadd64b1fefaee105000868868b05110b52dd8617b65751,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,157.430734,0.244655,0.037326,false,
m154,F053,1,steel,public/monsters/m154.webp,51200,8d1732f3eda93abee5de79bae2f4ba9a1f5fb32791879a8c4bdf6794eff75b2a,512,512,0,255,0.688473,0.293941,0.303123,0.009182,0.902344,0.625,0.169922,0.205078,0.048828,0.048828,0.490511,0.502928,-0.009489,0.002928,false,false,0,0,false,false,false,false,false,false,2,0.999987,false,101.966696,0.199707,0.07443,false,
m155,F053,2,steel,public/monsters/m155.webp,65428,45bb2ac514bad68f2797218fa530b44941706755b8b60f78de02afbffa3bf5d4,512,512,0,255,0.619507,0.359409,0.370438,0.011028,0.894531,0.75,0.095703,0.154297,0.054688,0.050781,0.508296,0.505212,0.008296,0.005212,false,false,0,0,false,false,false,false,false,false,2,0.99999,false,103.347781,0.230204,0.082569,false,
m156,F053,3,steel,public/monsters/m156.webp,74912,49e21a745707317e1695dbda09904d836f39f1240a0fc06ce934358e3bb4ced7,512,512,0,255,0.551128,0.425133,0.43779,0.012657,0.90625,0.816406,0.091797,0.091797,0.046875,0.046875,0.523091,0.536301,0.023091,0.036301,false,false,0,0,false,false,false,false,false,false,4,0.999974,false,102.919017,0.233537,0.081286,false,
m157,F054,1,rock,public/monsters/m157.webp,33666,b16d083a908795dab3d5cac200a71656b0cec6ddbb4997314b7e02404c4d8c72,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,true,false,1,1,false,106.895199,0.486288,0.01403,false,
m158,F054,2,rock,public/monsters/m158.webp,44092,3f7fb18a03633e7513d78f83c251d82b2eecbc477aaaaf3e9d1659b99b0503f8,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,true,false,1,1,false,114.757463,0.472425,0.01916,false,
m159,F054,3,rock,public/monsters/m159.webp,45776,82eeabeabb525259cea05c19385551bafb69431c9253dde1da2d89632c423d0f,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,true,false,1,1,false,111.321367,0.465707,0.020454,false,
m160,F055,1,ground,public/monsters/m160.webp,10392,2723c2df407ea635de67b03ccfa897618af5a3168844cf78afffdcaeeca0119a,1024,1024,255,255,0,1,1,0,1,1,0,0,0,0,0.499512,0.499512,-0.000488,-0.000488,true,true,4,4,true,true,true,true,false,false,1,1,false,240.609373,0.029551,0.001719,false,
m161,F055,2,ground,public/monsters/m161.webp,19670,75f1cae7aec05cb8465ce676d52bfacd25d8ed44a8e415ff3982423f6bedd906,1024,1024,255,255,0,1,1,0,1,1,0,0,0,0,0.499512,0.499512,-0.000488,-0.000488,true,true,4,4,true,true,true,true,false,false,1,1,false,236.65062,0.0382,0.003615,false,
m162,F055,3,ground,public/monsters/m162.webp,26018,e02077ce4450fb710d5aff0f73717fea097cee06f13fb7d725bc559f14f871ca,1024,1024,255,255,0,1,1,0,1,1,0,0,0,0,0.499512,0.499512,-0.000488,-0.000488,true,true,4,4,true,true,true,true,false,false,1,1,false,233.898063,0.037474,0.004954,false,
m163,F056,1,ground,public/monsters/m163.webp,206950,3a03c64ded7e0eeb54823517f7d6c6a66d29050d6584877a7d130e80902a5340,1024,1024,0,255,0.530867,0.428134,0.445491,0.017357,0.875,0.856445,0.063477,0.080078,0.073242,0.051758,0.509724,0.544196,0.009724,0.044196,false,false,0,0,false,false,false,false,false,false,52,0.940203,false,92.731493,0.567183,0.038134,false,
m164,F056,2,ground,public/monsters/m164.webp,325550,001a5eab3b0c02981e2942b77dc2d8f8b28a4715a97285633c8439a4f0aba35c,1024,1024,0,255,0.406301,0.489494,0.551516,0.062021,0.964844,0.895508,0.052734,0.051758,0.023438,0.011719,0.497123,0.528737,-0.002877,0.028737,false,false,0,0,false,false,false,false,false,false,102,0.994956,false,90.158628,0.596561,0.043828,false,
m165,F056,3,ground,public/monsters/m165.webp,366464,42ea22e661523ee17478bb772589d1fded0180aa14ad9e15b7e9d7ae4bf8ee10,1024,1024,0,255,0.389868,0.521442,0.567237,0.045794,0.950195,0.958008,0.023438,0.018555,0.024414,0.025391,0.500255,0.550979,0.000255,0.050979,false,false,0,0,false,false,false,false,false,false,268,0.977732,false,91.768133,0.571952,0.051976,false,
m166,F057,1,poison,public/monsters/m166.webp,66884,6c984ec630ed4b810ddca71f47bd86eebb7f7f832aedc33653b789954e4442f1,512,512,0,255,0.599312,0.369312,0.390347,0.021034,0.708984,0.929688,0.021484,0.048828,0.142578,0.148438,0.503973,0.55689,0.003973,0.05689,false,false,0,0,false,false,false,false,false,false,1,1,false,97.977185,0.561524,0.053629,false,
m167,F057,2,poison,public/monsters/m167.webp,112294,c0faf3ba44f5a03fecff3a268404a378ebe39082175c190b05014c17d635557f,512,512,0,254,0.401756,0.521606,0.565845,0.044239,0.974609,0.986328,0,0.013672,0.011719,0.013672,0.557718,0.566353,0.057718,0.066353,true,true,1,0,false,false,false,false,false,false,1,1,false,74.596711,0.543322,0.059525,false,
m168,F057,3,poison,public/monsters/m168.webp,109644,d6c1e46fb2b7c6ea9cf2eb2fc482885991464707786699c9912ca4b28774b97f,512,512,0,255,0.39249,0.533199,0.572018,0.038818,0.888672,0.984375,0.005859,0.009766,0.058594,0.052734,0.533733,0.553433,0.033733,0.053433,false,true,0,0,false,false,false,false,false,false,1,1,false,84.517875,0.573995,0.058365,false,
m169,F058,1,fight,public/monsters/m169.webp,33490,a873476fb60ef9c2d91482be9adade297ade62a408a1064014c9505db9fa6a60,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,189.994617,0.104919,0.018461,false,
m170,F058,2,fight,public/monsters/m170.webp,40142,ea0735eb5dfff7ff122ef71883379e344c4ed77b414d64efce3370319b39cfa0,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,183.830386,0.123078,0.021771,false,
m171,F058,3,fight,public/monsters/m171.webp,49158,6aa722cfac571f2dd100a0f0748ca497cf3543f9d06ba247c0eaf7c7994cb94b,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,186.266154,0.127106,0.028369,false,
m172,F059,1,flying,public/monsters/m172.webp,238656,f0bc6dac01795a26f55bd42db2a7e82251da857f646b33e1e54750297401e185,512,512,0,255,0.539314,0.392235,0.426327,0.034092,0.943359,0.933594,0.03125,0.035156,0.035156,0.021484,0.513619,0.45484,0.013619,-0.04516,false,false,0,0,false,false,false,false,false,false,19,0.93511,false,179.975032,0.460752,0.045919,false,
m173,F059,2,flying,public/monsters/m173.webp,296466,0a2fcb7be35a769a7b5bd6ec24c0ff17db8ec08cc37c2d96769aac1018a0b8b6,512,512,0,255,0.463078,0.430119,0.481998,0.05188,0.988281,0.984375,0.005859,0.009766,0.007813,0.003906,0.502016,0.467906,0.002016,-0.032094,false,true,0,0,false,false,false,false,false,false,42,0.925866,false,170.006458,0.56147,0.052387,false,
m174,F059,3,flying,public/monsters/m174.webp,311152,c844cd15f827b81899890e114ea2b858ec1ae92f229b04058adbe12bdbfc7cb2,512,512,0,255,0.430931,0.470192,0.521076,0.050884,0.990234,0.990234,0.001953,0.007813,0.005859,0.003906,0.50263,0.468076,0.00263,-0.031924,false,true,0,0,false,false,false,false,false,false,43,0.934735,false,170.710744,0.551597,0.049644,false,
m175,F060,1,fairy,public/monsters/m175.webp,26376,20852c830f6bc78de7f0761f0f9fb651024ee50ed6120b9b341a74c0ee44424c,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,242.912609,0.030213,0.008933,false,
m176,F060,2,fairy,public/monsters/m176.webp,47242,0d2cdf88be4740235a6a3519000fad6f7248225231cdfd5aa26e330dc3b1e479,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,235.515116,0.051181,0.018441,false,
m177,F060,3,fairy,public/monsters/m177.webp,62748,8ab3bbbfe6943a0974ca0c32af6b60f085614b885e69d094d970054da4ce8aea,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,231.301838,0.054001,0.02445,false,
m178,F061,1,electric,public/monsters/m178.webp,66012,bc7da19777b70c34efa3cb468b20641d188a0934029069b804d2dbba33d329ee,512,512,0,255,0.727932,0.165508,0.244293,0.078785,0.695313,0.542969,0.226563,0.230469,0.199219,0.105469,0.532816,0.471861,0.032816,-0.028139,false,false,0,0,false,false,false,false,false,false,43,0.999126,true,159.095515,0.448437,0.061469,false,
m179,F061,2,electric,public/monsters/m179.webp,68666,bf01213107cadfd9817253e12ce002ffba586d85732689660ec11e69ccd183e2,512,512,0,255,0.717167,0.158566,0.248756,0.090191,0.773438,0.542969,0.228516,0.228516,0.136719,0.089844,0.502027,0.46893,0.002027,-0.03107,false,false,0,0,false,false,false,false,false,false,16,0.999739,true,158.177706,0.415213,0.057152,false,
m180,F061,3,electric,public/monsters/m180.webp,62116,8f21eca0bbc24d6894493a98f95934b9eaa81bb9eb780e2dd1564af7f96765c6,512,512,0,255,0.779667,0.141796,0.192131,0.050335,0.720703,0.533203,0.230469,0.236328,0.179688,0.099609,0.510376,0.479257,0.010376,-0.020743,false,false,0,0,false,false,false,false,false,false,28,0.999444,true,148.619053,0.516982,0.075327,false,
m181,F062,1,normal,public/monsters/m181.webp,56776,a5801c41b2b617263212915fdbc2d1e7ec288a3d41b7da15ec9ca29c95f5690c,640,640,0,255,0.544109,0.431472,0.444897,0.013425,0.7375,0.996875,0.001563,0.001563,0.157812,0.104688,0.528612,0.497992,0.028612,-0.002008,false,true,0,0,false,false,false,false,false,false,4,0.999984,false,114.296752,0.516213,0.035634,false,
m182,F062,2,normal,public/monsters/m182.webp,96794,20cbebbd6fde1a98f659bba1f6981cbb6c239de295c695b8911d6a259905b4a6,640,640,0,255,0.304326,0.662524,0.681118,0.018594,0.985938,0.985938,0.00625,0.007813,0.007813,0.00625,0.509553,0.499973,0.009553,-0.000027,false,true,0,0,false,false,false,false,false,false,12,0.999957,false,117.871435,0.45774,0.040379,false,
m183,F062,3,normal,public/monsters/m183.webp,91200,d5850bca493a67486540a531d371d05850ee66e8f8bc3be232cbfaf0ca2acc48,640,640,0,255,0.485403,0.465339,0.489048,0.023708,0.970313,0.98125,0.001563,0.017188,0.025,0.004687,0.520122,0.449525,0.020122,-0.050475,false,true,0,0,false,false,false,false,false,false,12,0.99994,false,110.453649,0.472272,0.051743,false,
m184,F063,1,dragon,public/monsters/m184.webp,21498,ccbb3a69ac950cb7e79b08da60990c62b71094a6d1ed543f7779b6b732d56a95,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,true,false,1,1,false,61.370391,0.593442,0.00722,false,
m185,F063,2,dragon,public/monsters/m185.webp,28258,b3810570d90da6d70ca1b65a9951583eae3d711207441ad56a5b7e1af26214f3,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,true,false,1,1,false,73.436573,0.48388,0.009794,false,
m186,F063,3,dragon,public/monsters/m186.webp,40230,0207273ee81a29ae4c6da1d03430aa99783c6ba27cc0bb95fb4c64b1d91eb209,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,true,false,1,1,false,83.000237,0.385701,0.014441,false,
m187,F064,1,dragon,public/monsters/m187.webp,27970,f339b4dc1260351b71764fd6362b10c7bd9ca8abcfdd5609dd4bc178eb8cf6b9,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,true,false,1,1,false,88.152658,0.309592,0.010726,false,
m188,F064,2,dragon,public/monsters/m188.webp,35970,415e4033798566426e26f96c236c3857f01667f2aa676bf143f39f941fc94168,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,true,false,1,1,false,104.738934,0.299657,0.013725,false,
m189,F064,3,dragon,public/monsters/m189.webp,51046,8850a8b0395eb1977098c8d4327917c9e00df5443d34013bf371be5072559a29,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,true,false,1,1,false,119.68236,0.352097,0.019914,false,
m190,F065,1,dragon,public/monsters/m190.webp,36296,7fd1246fc4cfdaa05126f55cd3403bd76590bac9893455b83c970b6cb535e176,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,true,false,1,1,false,68.689087,0.351443,0.015839,false,
m191,F065,2,dragon,public/monsters/m191.webp,45278,b67c2eaf1423445a1f239c3e55485035dac6bfa0fc2bdb4a7305dcae5d86ed85,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,true,false,1,1,false,76.427284,0.306387,0.019152,false,
m192,F065,3,dragon,public/monsters/m192.webp,55312,0ba9a5883ef4bcd2d6fab41e7fa692883847d73d572c385ad4ea8cb8bd281881,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,true,false,1,1,false,80.654419,0.349475,0.022954,false,
m193,F066,1,psychic,public/monsters/m193.webp,53634,102d76fcb1b3bec5c37f69c772cf44c3a77560ba87cc7d3247e9bcd561fe1e57,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,214.709343,0.133513,0.026707,false,
m194,F066,2,psychic,public/monsters/m194.webp,51482,4f28e1bc9d4e153a06a3b487a0733eabb5e999c505edb20867c4c6ddea79a28f,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,224.830784,0.112637,0.02259,false,
m195,F066,3,psychic,public/monsters/m195.webp,45372,e0658be9b2478370bc1b7acabd8caaee1e728c7e5f922404f57149a7adf93545,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,222.562787,0.112751,0.02036,false,
m196,F067,1,steel,public/monsters/m196.webp,55620,4cc9174210b5e89c5487302c2c3b239f2091273e9db0837e2c530102a304a582,512,512,0,255,0.772308,0.197624,0.212925,0.015301,0.609375,0.869141,0.072266,0.058594,0.220703,0.169922,0.490935,0.469511,-0.009065,-0.030489,false,false,0,0,false,false,false,false,false,false,5,0.999928,false,117.26073,0.328836,0.094267,false,
m197,F067,2,steel,public/monsters/m197.webp,86742,51abc64417b7dabbd49746c69d7d5f5ec0becee06d5fe2d4267d5c53c2e11b82,512,512,0,255,0.637066,0.317154,0.34132,0.024166,0.896484,0.892578,0.048828,0.058594,0.050781,0.052734,0.523275,0.451898,0.023275,-0.048102,false,false,0,0,false,false,false,false,false,false,9,0.999911,false,122.556794,0.422578,0.095513,false,
m198,F067,3,steel,public/monsters/m198.webp,100208,43c88796607364e02ae47f721573b0fcd1d4d143b8da34603c48d8ebe55559db,512,512,0,255,0.590893,0.354408,0.383648,0.02924,0.898438,0.886719,0.056641,0.056641,0.048828,0.052734,0.484483,0.466296,-0.015517,-0.033704,false,false,0,0,false,false,false,false,false,false,23,0.999771,false,124.886766,0.491463,0.092815,false,
m199,F068,1,steel,public/monsters/m199.webp,92936,1a69478a2c4b4dcfc52aeefa2bf8ecc5046026266ad386422d2f6a8c436a4643,512,512,0,255,0.509003,0.402706,0.474865,0.072159,0.896484,0.894531,0.052734,0.052734,0.050781,0.052734,0.548021,0.499939,0.048021,-0.000061,false,false,0,0,false,false,false,false,false,false,4,0.999976,false,133.304583,0.321071,0.061239,false,
m200,F068,2,steel,public/monsters/m200.webp,87398,da152a4918eadc7ce3412f2bb7c09448722ce0d1a10b49e59c1eb81a2e9b07f1,512,512,0,255,0.631218,0.308151,0.355713,0.047562,0.783203,0.898438,0.050781,0.050781,0.107422,0.109375,0.545446,0.497469,0.045446,-0.002531,false,false,0,0,false,false,false,false,false,false,1,1,false,132.611323,0.307336,0.08395,false,
m201,F068,3,steel,public/monsters/m201.webp,105456,0c17ada239b928ba4f442324c50504e8287c6068823af1af568f5e79807d728c,512,512,0,255,0.584148,0.34882,0.397446,0.048626,0.839844,0.898438,0.050781,0.050781,0.080078,0.080078,0.551884,0.508282,0.051884,0.008282,false,false,0,0,false,false,false,false,false,false,1,1,false,131.265843,0.308223,0.085954,false,
m202,F069,1,ghost,public/monsters/m202.webp,48400,d57ba9cded206ee98ee1aa8d09bb4e70a35ca0a93bfbf2fce953967adfadd4c2,512,512,0,255,0.913349,0.057091,0.071297,0.014206,0.289063,0.501953,0.349609,0.148438,0.324219,0.386719,0.469341,0.625862,-0.030659,0.125862,false,false,0,0,false,false,false,false,false,false,8,0.884912,true,154.980536,0.546574,0.05496,false,
m203,F069,2,ghost,public/monsters/m203.webp,81378,ebed98347208b38e63bd8d200669f3899c274f313a3f0d5993f574b9013bb883,512,512,0,255,0.865719,0.108322,0.134281,0.025959,0.457031,0.671875,0.197266,0.130859,0.269531,0.273438,0.484357,0.537408,-0.015643,0.037408,false,false,0,0,false,false,false,false,false,false,8,0.931934,false,135.329551,0.60346,0.058146,false,
m204,F069,3,ghost,public/monsters/m204.webp,182170,1203cdb9203f7b27b99ff1727f66baf044fb740ae8fbd4e8c4f04119348750cb,512,512,0,255,0.682438,0.227829,0.27792,0.050091,0.501953,0.890625,0.054688,0.054688,0.246094,0.251953,0.509566,0.511385,0.009566,0.011385,false,false,0,0,false,false,false,false,false,false,36,0.970009,false,124.934055,0.5868,0.06045,false,
m205,F070,1,dark,public/monsters/m205.webp,220312,f0de78f2d5a0fe87e16946b36708bb4123b3ba238d764f49907075b2e58693fe,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,171.570733,0.078862,0.025234,false,
m206,F070,2,dark,public/monsters/m206.webp,225768,36ec58bef3369f1e31f4a7c195995dfd601e960d511f5d6a67fde0c71d8fe32a,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,182.992808,0.068511,0.023675,false,
m207,F070,3,dark,public/monsters/m207.webp,259764,bf836c8e2fb60066a6823d609ffe02e25c492a4a048dafcb474e2cd1b70dd3e5,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,157.78642,0.143209,0.034465,false,
m208,F071,1,fairy,public/monsters/m208.webp,41856,0b6a5edddd3ed0c984df4a34e6367cf5b46d31dc075a154f80f0eef2bad6649f,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,239.610051,0.056583,0.014424,false,
m209,F071,2,fairy,public/monsters/m209.webp,70724,b4c09f6b0a7106f6e0e3ce69236d620f2dd7999cbb7985ef54987d9902492523,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,232.09363,0.076865,0.028745,false,
m210,F071,3,fairy,public/monsters/m210.webp,73424,283f9b54b5c35be26f1748461c155e4c99c0ecba3da544ce92d3f7ed4adff8c2,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,230.829002,0.074689,0.03178,false,
m211,F072,1,fire,public/monsters/m211.webp,146914,b6b6db53c407f698ab01ef5f59a9fd92099fa111de3fee51c04c4bc49effd5c2,512,512,0,255,0.63089,0.252747,0.340157,0.08741,0.748047,0.794922,0.101563,0.103516,0.125,0.126953,0.434509,0.501336,-0.065491,0.001336,false,false,0,0,false,false,false,false,false,false,59,0.997757,false,134.243036,0.777167,0.01937,false,
m212,F072,2,fire,public/monsters/m212.webp,172656,c6a29cc028ba0db9d57c6c46d699ba65097f0171920bf255ea4c2f72a823f626,512,512,0,255,0.674278,0.182739,0.298695,0.115955,0.816406,0.638672,0.181641,0.179688,0.091797,0.091797,0.511487,0.491964,0.011487,-0.008036,false,false,0,0,false,false,false,false,false,false,99,0.998072,false,107.863675,0.803652,0.029705,false,
m213,F072,3,fire,public/monsters/m213.webp,152480,5832f802ef80fae73dbde009828db91b112d92c2701efd6d0f8d1ce1f54a3851,512,512,0,255,0.740749,0.142429,0.240032,0.097603,0.835938,0.5,0.240234,0.259766,0.082031,0.082031,0.553347,0.422194,0.053347,-0.077806,false,false,0,0,false,false,false,false,false,false,102,0.997616,true,97.701292,0.844066,0.03695,false,
m214,F073,1,water,public/monsters/m214.webp,230290,b1e8c183f263f092f49cae3e5ceddfd195267d3cd052bbf2d9528ce5333d900e,512,512,0,255,0.582584,0.360107,0.386803,0.026695,0.769531,0.974609,0.009766,0.015625,0.126953,0.103516,0.534101,0.489424,0.034101,-0.010576,false,true,0,0,false,false,false,false,false,false,33,0.972445,false,181.299081,0.54523,0.061583,false,
m215,F073,2,water,public/monsters/m215.webp,272622,642030e5abe6493f53838767ec2aff0b3949ac9353d2d396f20ca7db7abb817d,512,512,0,255,0.503288,0.42141,0.460629,0.039219,0.818359,1,0,0,0.105469,0.076172,0.537541,0.500073,0.037541,0.000073,true,true,2,0,false,false,false,false,false,false,32,0.996166,false,186.668534,0.536458,0.063887,false,
m216,F073,3,water,public/monsters/m216.webp,323572,1f32e4647ede4418d35ccdc305ca8e2101a4f371b5a6ff0a704f2ea5875f8c35,512,512,0,255,0.420769,0.471962,0.524242,0.05228,0.935547,0.996094,0.003906,0,0.035156,0.029297,0.538038,0.506961,0.038038,0.006961,true,true,1,0,false,false,false,false,false,false,94,0.98413,false,185.86337,0.547189,0.065764,false,
m217,F074,1,electric,public/monsters/m217.webp,62138,8d17227dbc5c742ca7fe04b27b38df5c4e4a03c6a151d87c7b6167485495b9a3,512,512,0,255,0.722614,0.242813,0.260868,0.018055,0.75,0.796875,0.09375,0.109375,0.134766,0.115234,0.491517,0.511555,-0.008483,0.011555,false,false,0,0,false,false,false,false,false,false,13,0.937735,false,164.710232,0.610214,0.0551,false,
m218,F074,2,electric,public/monsters/m218.webp,72090,7bdbb73f27a8856391665acc18960071684864c1b533a0265893da9a47512654,512,512,0,255,0.771877,0.1604,0.189068,0.028667,0.697266,0.5,0.251953,0.248047,0.199219,0.103516,0.553452,0.507809,0.053452,0.007809,false,false,0,0,false,false,false,false,false,false,49,0.955471,true,163.354714,0.672705,0.082286,false,
m219,F074,3,electric,public/monsters/m219.webp,61562,b63717b26bbedb47d70aad88556b42862b95dc0946b8793f0385bfbabdea6776,512,512,0,255,0.816143,0.135124,0.161522,0.026398,0.613281,0.498047,0.246094,0.255859,0.234375,0.152344,0.555706,0.501338,0.055706,0.001338,false,false,0,0,false,false,false,false,false,false,31,0.965731,true,159.511722,0.675098,0.080907,false,
m220,F075,1,fight,public/monsters/m220.webp,33742,df1f65775dfa2fe4ead3143790f5b6fd50411d2d220cb8729083a0e77f0386d7,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,211.043233,0.094284,0.021209,false,
m221,F075,2,fight,public/monsters/m221.webp,41658,92b157d4a0c96fdc4eecb4d1deb281cf56d10a1fbaa204be88ceea44e1471444,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,188.155977,0.125419,0.023403,false,
m222,F075,3,fight,public/monsters/m222.webp,56354,dca379585ab3dfd36c949d6b1cca66a70e2984e73c02642bc97c4a1235731716,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,182.500473,0.156477,0.032438,false,
m223,F076,1,flying,public/monsters/m223.webp,197504,fb11592178e2ffbf025cf70b455ef8948426ddea9a16979f8a1623977b031095,512,512,0,255,0.547092,0.37537,0.403088,0.027718,0.921875,0.832031,0.078125,0.089844,0.037109,0.041016,0.523141,0.503449,0.023141,0.003449,false,false,0,0,false,false,false,false,false,false,26,0.979937,false,202.845486,0.324091,0.04052,false,
