speciesId,family,stage,attribute,candidatePath,rawBytes,sha256,canvasWidth,canvasHeight,alphaMin,alphaMax,transparentPixelRatio,opaquePixelRatio,visiblePixelRatio,alphaFringeRatio,bboxWidthRatio,bboxHeightRatio,topMargin,bottomMargin,leftMargin,rightMargin,visibleCentroidX,visibleCentroidY,centerOffsetX,centerOffsetY,edgeContact,nearEdgeContact,bboxTouchesEdges,opaqueCornerCount,fullyOpaqueCanvas,nearlyOpaqueCanvas,rectangularBackgroundSuspicion,whiteRectangleSuspicion,grayRectangleSuspicion,blackRectangleSuspicion,connectedComponentCount,largestVisibleComponentRatio,lowDensitySuspicion,meanLuminance,meanSaturation,edgeDensity,styleQualityOutlier,styleOutlierFields
m073,F025,1,water,public/monsters/m073.webp,170122,f5c621f611032bca80b017b7d584aa3eb975275eca99dc326f7e4487b1aa8667,512,512,0,255,0.66642,0.304111,0.31794,0.013828,0.966797,0.890625,0.027344,0.082031,0.019531,0.013672,0.507222,0.513245,0.007222,0.013245,false,false,0,0,false,false,false,false,false,false,1,1,false,169.264484,0.534473,0.060872,false,
m074,F025,2,water,public/monsters/m074.webp,213984,2cd186a4478473991936395ae3435b6c68f438b3ebb2df034d6d72dac67b290f,512,512,0,255,0.606354,0.354454,0.373432,0.018978,0.980469,0.947266,0.015625,0.037109,0.011719,0.007813,0.50788,0.502234,0.00788,0.002234,false,true,0,0,false,false,false,false,false,false,6,0.999949,false,172.62935,0.563467,0.06667,false,
m075,F025,3,water,public/monsters/m075.webp,300530,945506e03033f58989090060fc28db18ad26615d4f2991c8b5f1f3de72478f1d,512,512,0,255,0.455723,0.428249,0.481514,0.053265,0.984375,0.972656,0.009766,0.017578,0.007813,0.007813,0.509981,0.517177,0.009981,0.017177,false,true,0,0,false,false,false,false,false,false,88,0.988505,false,175.850296,0.536303,0.075031,false,
m076,F026,1,water,public/monsters/m076.webp,219508,134988f2f11b9da210e3b0f8d49aa93ea8fa0c0f04e87350a5c43d22c6e59873,512,512,0,255,0.558559,0.384792,0.411274,0.026482,0.814453,0.912109,0.044922,0.042969,0.115234,0.070313,0.528515,0.440618,0.028515,-0.059382,false,false,0,0,false,false,false,false,false,false,23,0.98694,false,183.432455,0.527164,0.046626,false,
m077,F026,2,water,public/monsters/m077.webp,298276,742a66afaf7bc4b11b2c3f9d71f2f317de7f3add4beddb3f23da046325bdb8bc,512,512,0,255,0.431816,0.464172,0.510647,0.046474,0.914063,0.962891,0.021484,0.015625,0.050781,0.035156,0.527202,0.45187,0.027202,-0.04813,false,false,0,0,false,false,false,false,false,false,43,0.974825,false,184.29139,0.533651,0.054085,false,
m078,F026,3,water,public/monsters/m078.webp,376190,9e8ec05cb825cb7567c24be07475c300453990929843842cdeddf80b82c0f698,512,512,0,255,0.324387,0.53315,0.617825,0.084675,0.951172,0.984375,0.007813,0.007813,0.023438,0.025391,0.505008,0.489767,0.005008,-0.010233,false,true,0,0,false,false,false,false,false,false,51,0.985842,false,184.695531,0.508525,0.056694,false,
m079,F027,1,poison,public/monsters/m079.webp,86630,a835f1b2970431be7433e769e35258c0d83b8190711b7a37949b0375e036504f,512,512,0,255,0.526123,0.399357,0.441784,0.042427,0.90625,0.958984,0.023438,0.017578,0.042969,0.050781,0.517994,0.510237,0.017994,0.010237,false,false,0,0,false,false,false,false,false,false,17,0.987963,false,152.076873,0.490763,0.04676,false,
m080,F027,2,poison,public/monsters/m080.webp,140238,a58141b8a13785ddfedee232f72bf6adb46d911b581e4714abcbf5004f15bca3,512,512,0,254,0.381092,0.428989,0.551479,0.12249,0.925781,0.992188,0.005859,0.001953,0.035156,0.039063,0.510652,0.468403,0.010652,-0.031597,false,true,0,0,false,false,false,false,false,false,3,0.999447,false,92.72247,0.475192,0.060371,false,alphaFringeRatio
m081,F027,3,poison,public/monsters/m081.webp,152450,2daea4399372cbdcd975293609139adb4e912305153929b7bc10bb1d5ce0c284,512,512,0,254,0.353588,0.482952,0.594505,0.111553,0.917969,0.992188,0,0.007813,0.042969,0.039063,0.526211,0.50708,0.026211,0.00708,true,true,1,0,false,false,false,false,false,false,16,0.998877,false,110.517178,0.451511,0.065514,false,
m082,F028,1,grass,public/monsters/m082.webp,56534,6de588fc3674bff146a6d8b363e22a92a4fcdb3d943dabe18c19eac4741d711a,512,512,0,255,0.655891,0.22707,0.293137,0.066067,0.833984,0.847656,0.076172,0.076172,0.082031,0.083984,0.526478,0.464052,0.026478,-0.035948,false,false,0,0,false,false,false,false,false,false,205,0.970746,false,125.898517,0.48534,0.039505,false,
m083,F028,2,grass,public/monsters/m083.webp,64168,e11f68157b54b4ec22e7c0faa74c6801fc5bfd30a517f924c087ff9b312caee7,512,512,0,255,0.593945,0.298,0.358921,0.060921,0.722656,0.847656,0.076172,0.076172,0.138672,0.138672,0.477349,0.510127,-0.022651,0.010127,false,false,0,0,false,false,false,false,false,false,225,0.992199,false,118.559425,0.484474,0.045464,false,
m084,F028,3,grass,public/monsters/m084.webp,60802,bb9b10c4bffb93b996b271380cb93fcdbcf195bda209a4fb46af423447d51dea,512,512,0,255,0.443512,0.496468,0.527611,0.031143,0.847656,0.822266,0.087891,0.089844,0.076172,0.076172,0.514346,0.522784,0.014346,0.022784,false,false,0,0,false,false,false,false,false,false,60,0.99423,false,133.162555,0.42365,0.056843,false,
m085,F029,1,grass,public/monsters/m085.webp,36554,09082fa6609b7ffd378d748cfba1392a651956c741b8a78320c3c03997169448,512,512,0,255,0.590748,0.339367,0.378944,0.039577,0.847656,0.839844,0.080078,0.080078,0.076172,0.076172,0.479602,0.579481,-0.020398,0.079481,false,false,0,0,false,false,false,false,false,false,112,0.979454,false,108.299202,0.612155,0.026656,false,
m086,F029,2,grass,public/monsters/m086.webp,44700,d4f423580b7a665f998d464329e2660c6a671375753eaeafb1dabff872dd6a36,512,512,0,255,0.558979,0.372875,0.411091,0.038216,0.722656,0.847656,0.076172,0.076172,0.138672,0.138672,0.516448,0.535371,0.016448,0.035371,false,false,0,0,false,false,false,false,false,false,140,0.984392,false,102.842525,0.604295,0.034974,false,
m087,F029,3,grass,public/monsters/m087.webp,55818,f59cb06267582741b720ace74feca397aaf25dd79a1f7e0b5dadd3cb7f720780,512,512,0,255,0.480999,0.470722,0.497215,0.026493,0.847656,0.771484,0.113281,0.115234,0.076172,0.076172,0.523873,0.551976,0.023873,0.051976,false,false,0,0,false,false,false,false,false,false,42,0.999647,false,100.357615,0.551161,0.056409,false,
m088,F030,1,fight,public/monsters/m088.webp,29644,9feb6d757e66ec8ea5147acb6746e7f301245f0f393a689bd996178a278a0649,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,220.852764,0.082324,0.017872,false,
m089,F030,2,fight,public/monsters/m089.webp,33720,186d1196a84f6fec7b1ca806285f6f98410473ed9c65fca255100a1764a298a8,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,215.703348,0.085092,0.021982,false,
m090,F030,3,fight,public/monsters/m090.webp,38840,06ee2343c5cd6f397f0fd2d45078f91624ec82be72839bc7722bc810dfdf9760,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,211.537828,0.107184,0.023703,false,
m091,F031,1,fight,public/monsters/m091.webp,21680,dc33a3a9b65608fbcf4ba8a0f60b26c42577ff33f706f94d15a6ca640881d428,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,235.821509,0.035173,0.011801,false,
m092,F031,2,fight,public/monsters/m092.webp,23418,f728f366ac13ce8460cb196975c490209ce99721c54446cadc3520405fd87195,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,235.264777,0.041199,0.014938,false,
m093,F031,3,fight,public/monsters/m093.webp,36810,7f8414435d44125b259d337de934eec025ed77dfdf962556373b43bcff827eef,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,221.337132,0.075695,0.024145,false,
m094,F032,1,flying,public/monsters/m094.webp,170860,63763a4df307a8d517f87b83a27fa82be8da4aa5dad70d8034f8ca684549d518,512,512,0,255,0.618423,0.335613,0.356407,0.020794,0.951172,0.775391,0.091797,0.132813,0.011719,0.037109,0.527187,0.487113,0.027187,-0.012887,false,false,0,0,false,false,false,false,false,false,9,0.917682,false,153.808702,0.394602,0.041325,false,
m095,F032,2,flying,public/monsters/m095.webp,225652,d7b710c42168e6eb46cf5143596d367be48f5e1b7643b7d393c90c26e039cf79,512,512,0,255,0.529678,0.368912,0.419285,0.050373,0.988281,0.980469,0.009766,0.009766,0.005859,0.005859,0.517127,0.475833,0.017127,-0.024167,false,true,0,0,false,false,false,false,false,false,65,0.996215,false,144.52725,0.423341,0.048785,false,
m096,F032,3,flying,public/monsters/m096.webp,316690,47a2dc375318963773f486ba7e7edfd42bfae2e095c56b9fcca31e40849b3c26,512,512,0,255,0.326344,0.579815,0.630867,0.051052,0.984375,0.976563,0.009766,0.013672,0.007813,0.007813,0.507192,0.488978,0.007192,-0.011022,false,true,0,0,false,false,false,false,false,false,34,0.999758,false,133.326325,0.448001,0.047862,false,
m097,F033,1,psychic,public/monsters/m097.webp,47942,37a0a4986062bc26dce7a0b8dbcf1f2e54d1865f32e5c06cf9c1240c45bdee27,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,221.061228,0.1179,0.023571,false,
m098,F033,2,psychic,public/monsters/m098.webp,48808,a690c5ecd531d2208352ccbf68ba3d798d861f79afc2cfe1fb08af7ed07df5be,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,212.680828,0.114485,0.025218,false,
m099,F033,3,psychic,public/monsters/m099.webp,44244,4aee3944a5b844f33246f04b2c1d52b95dc18c651c6083322bd5688a3dbbb941,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,223.737778,0.094234,0.022677,false,
m100,F034,1,normal,public/monsters/m100.webp,60220,57eb537b1722585b13685c1e67b04d6f080b56749f59614113884cd97a074bf1,640,640,0,255,0.470874,0.50498,0.516973,0.011992,0.882813,0.985938,0.00625,0.007813,0.104688,0.0125,0.563131,0.483189,0.063131,-0.016811,false,true,0,0,false,false,false,false,false,false,1,1,false,191.415876,0.250748,0.034131,false,
m101,F034,2,normal,public/monsters/m101.webp,80188,a83076f04ab74b22b333718a311979038a6988234a91f3a7d8ab072c079a25b3,640,640,0,255,0.457175,0.508015,0.525569,0.017554,0.925,0.9875,0.004687,0.007813,0.035937,0.039063,0.500493,0.454067,0.000493,-0.045933,false,true,0,0,false,false,false,false,false,false,5,0.999981,false,163.771263,0.343539,0.04799,false,
m102,F034,3,normal,public/monsters/m102.webp,97720,6e8bbe8ec22b409d97d1e03169ba06527bf786d20e2058411d4c0cc6a0aca728,640,640,0,255,0.394404,0.564216,0.585903,0.021687,0.95,0.989062,0.001563,0.009375,0.023438,0.026562,0.49702,0.496725,-0.00298,-0.003275,false,true,0,0,false,false,false,false,false,false,12,0.999946,false,128.214826,0.397988,0.046631,false,
m103,F035,1,ice,public/monsters/m103.webp,26340,c412105331be01a912d69408162ad6b27e59c1d603eed780804c421b9c8ca07f,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,false,false,1,1,false,99.458043,0.66664,0.010093,false,
m104,F035,2,ice,public/monsters/m104.webp,44588,ef173a339c5b1b62fa63aa5a4142cc0a6c62b00bc0f3dac66ed48fcc938ec786,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,false,false,1,1,false,134.080335,0.675579,0.01628,false,
m105,F035,3,ice,public/monsters/m105.webp,61624,cad0fd4963fdcb66790500d4df50d0ba727047b4621a1fed63890a60a7bea676,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,false,false,1,1,false,152.481209,0.545307,0.025617,false,
m106,F036,1,dark,public/monsters/m106.webp,185116,ef3603f86b8729db956749dd60481d1660df819137c4f101210b83ffc1de5e6d,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,178.654654,0.10592,0.018513,false,
m107,F036,2,dark,public/monsters/m107.webp,221094,d5a6c1a4e9c831273632a329d04e8f208884256f0066577d0cddb845c4d740c9,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,178.407658,0.130553,0.023466,false,
m108,F036,3,dark,public/monsters/m108.webp,255738,a02070eb731c6b714074f51fc5bb66b37f143986599136207a57c33ae474ddd1,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,156.511007,0.197532,0.031594,false,
m109,F037,1,ghost,public/monsters/m109.webp,107976,56683e8a9385c0572814ec4ae07b27d1bdb56681918c767cd4bba0a59ddc7bc3,512,512,0,255,0.685543,0.17038,0.229816,0.059437,0.544922,0.841797,0.078125,0.080078,0.179688,0.275391,0.485058,0.491781,-0.014942,-0.008219,false,false,0,0,false,false,false,false,false,false,36,0.932609,false,196.206109,0.390792,0.02203,false,
m110,F037,2,ghost,public/monsters/m110.webp,108662,73176396161056e8486594ca3e717aac22950ef595988df2c97a907180e17f01,512,512,0,255,0.706291,0.145897,0.200089,0.054192,0.546875,0.859375,0.070313,0.070313,0.224609,0.228516,0.427229,0.492997,-0.072771,-0.007003,false,false,0,0,false,false,false,false,false,false,41,0.999047,false,194.940637,0.389448,0.024137,false,
m111,F037,3,ghost,public/monsters/m111.webp,125386,3f16c09674f181a121dbcd43e709e0339780691c4a6a067eb31173338df96744,512,512,0,255,0.719444,0.153141,0.214397,0.061256,0.449219,0.867188,0.066406,0.066406,0.273438,0.277344,0.488586,0.506999,-0.011414,0.006999,false,false,0,0,false,false,false,false,false,false,34,0.999217,false,176.564591,0.464783,0.030953,false,
m112,F038,1,ghost,public/monsters/m112.webp,114588,110a8b233a238a2fd516ea2c1857dfd6778e8dd4ba72f88097fb421171a4bb0f,512,512,0,255,0.657677,0.200924,0.249298,0.048374,0.730469,0.841797,0.080078,0.078125,0.177734,0.091797,0.504789,0.568483,0.004789,0.068483,false,false,0,0,false,false,false,false,false,false,31,0.999327,false,159.479091,0.327265,0.026592,false,
m113,F038,2,ghost,public/monsters/m113.webp,132548,639e5e504a84ad042d899fb083eafcd2bd6ab35fb4c4e58edfb886b1e76fa4c3,512,512,0,255,0.714039,0.128616,0.212292,0.083675,0.535156,0.861328,0.068359,0.070313,0.228516,0.236328,0.462602,0.507011,-0.037398,0.007011,false,false,0,0,false,false,false,false,false,false,78,0.997664,false,143.871916,0.403308,0.039273,false,
m114,F038,3,ghost,public/monsters/m114.webp,139360,7c46cd19af56cff0bc507fc5970e929194641d14e71374e5d9f433390e714538,512,512,0,255,0.725052,0.138454,0.217915,0.07946,0.408203,0.884766,0.064453,0.050781,0.285156,0.306641,0.502907,0.485783,0.002907,-0.014217,false,false,0,0,false,false,false,false,false,false,32,0.9993,false,134.774708,0.475902,0.044114,false,
m115,F039,1,fairy,public/monsters/m115.webp,37252,e9a311c545dd483d00b952fc697a54311c9f36054d92fd1aca9f127fda8e2498,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,227.546426,0.112268,0.012046,false,
m116,F039,2,fairy,public/monsters/m116.webp,61672,525e01b9504981e255aba8d76817ebf67d16c241c9445332cd1aa11d3f768b75,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,224.167562,0.101104,0.023012,false,
m117,F040,1,normal,public/monsters/m117.webp,70414,6fefdb100e95c03527aaa81f80989e46676a58aed6e9715967eaec80f46ec43c,640,640,0,255,0.441843,0.526252,0.543018,0.016765,0.970313,0.992188,0.001563,0.00625,0.0125,0.017188,0.476704,0.464873,-0.023296,-0.035127,false,true,0,0,false,false,false,false,false,false,12,0.999946,false,113.13304,0.448657,0.033117,false,
m118,F040,2,normal,public/monsters/m118.webp,95324,470bf466d5e93529b9559efaa8b41aa5509ecf1ccdcdca889f53c547814ba246,640,640,0,255,0.322043,0.643818,0.662297,0.018479,0.985938,0.984375,0.009375,0.00625,0.00625,0.007813,0.511263,0.511538,0.011263,0.011538,false,true,0,0,false,false,false,false,false,false,8,0.999974,false,112.247447,0.45199,0.041849,false,
m119,F041,1,ice,public/monsters/m119.webp,19650,a45a7986040e17e2546aba5c00a1382fafc11107a25e8cf4c7168c54616995be,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,false,false,1,1,false,114.192579,0.498,0.006394,false,
m120,F041,2,ice,public/monsters/m120.webp,32982,d237cf346e63c02c57d1ee437c016f8009825cc812549cc8f487a342e758acb9,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,false,false,1,1,false,148.990948,0.586935,0.010651,false,
m121,F041,3,ice,public/monsters/m121.webp,51078,70643fc59c6c737b800e905367120b92ecb0ab6aa19bae24192dde5a0a6dfe06,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,false,false,1,1,false,175.362111,0.505633,0.016376,false,
m122,F042,1,ice,public/monsters/m122.webp,27290,3e8a80919815acc9f38e1b8b89f3ad4d7727fa3db8b403ad3098863facf07d81,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,false,false,1,1,false,115.678258,0.571526,0.009808,false,
m123,F042,2,ice,public/monsters/m123.webp,44194,e86c6dc34aa7f4e2189a22edceff4b2b02c94556cd21d017084aa4adea02044b,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,false,false,1,1,false,134.315622,0.648506,0.016565,false,
m124,F042,3,ice,public/monsters/m124.webp,64690,d52a25b49c07652261a16a6c3237121ae62608d6c1f64dbe7d4229297fee0078,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,true,false,1,1,false,162.984247,0.510735,0.025841,false,
m125,F043,1,ice,public/monsters/m125.webp,31844,d0737155f5883cf7a25c47984370dc976af94e50cafd1069401c87d4e9f650c6,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,true,false,1,1,false,106.332189,0.594851,0.012824,false,
m126,F043,2,ice,public/monsters/m126.webp,46590,43bae154ede29a7c93cee2783f59e23fc9d4d62d11b8a506c4b7dc5be9fc9a03,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,true,false,1,1,false,110.287395,0.595191,0.019175,false,
m127,F043,3,ice,public/monsters/m127.webp,51512,dda15ac25c30a71b5490c165c34b647f093adb7a72dfe5c522d72152b5cdf07a,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,true,false,1,1,false,99.362089,0.607087,0.022913,false,
m128,F044,1,water,public/monsters/m128.webp,207434,f16c96b46d53bfa5db5820d90ba7a695a8bc009288944291de01b982bbcaf556,512,512,0,255,0.491253,0.476696,0.491409,0.014713,0.947266,0.857422,0.074219,0.068359,0.025391,0.027344,0.482444,0.535051,-0.017556,0.035051,false,false,0,0,false,false,false,false,false,false,9,0.980733,false,194.477248,0.30236,0.036661,false,
m129,F044,2,water,public/monsters/m129.webp,272802,b1d657b0733a762638f8d249aaafdc62e0a057c8ade4c7693fdef10ceb5b0e72,512,512,0,255,0.387661,0.554447,0.580643,0.026196,0.992188,0.96875,0.009766,0.021484,0.007813,0,0.523498,0.52252,0.023498,0.02252,true,true,1,0,false,false,false,false,false,false,32,0.983779,false,189.588079,0.374836,0.044941,false,
m130,F044,3,water,public/monsters/m130.webp,320520,aa178fa1b929ec54ae5bb59f924d33fe0544a5282efbbcb1ea872a0fcd077709,512,512,0,255,0.333298,0.549202,0.604015,0.054813,1,0.994141,0,0.005859,0,0,0.526609,0.520049,0.026609,0.020049,true,true,3,0,false,false,false,false,false,false,92,0.978773,false,189.134609,0.387117,0.055271,false,
m131,F045,1,water,public/monsters/m131.webp,208082,bd498c013b8fd11f7f047d5b60c14d81ff50e9aaf8a6f4b01ed847f5e97fa346,512,512,0,255,0.62748,0.27853,0.325157,0.046627,0.691406,0.976563,0.011719,0.011719,0.138672,0.169922,0.521475,0.508854,0.021475,0.008854,false,false,0,0,false,false,false,false,false,false,48,0.939194,false,189.794927,0.417733,0.062988,false,
m132,F045,2,water,public/monsters/m132.webp,278476,46a3db5cf7854952cb6a3e958636a6e100f64e455a01f23b0661224b5128d8e7,512,512,0,255,0.524654,0.343792,0.41164,0.067848,0.765625,0.994141,0.003906,0.001953,0.138672,0.095703,0.543715,0.479089,0.043715,-0.020911,false,true,0,0,false,false,false,false,false,false,101,0.981234,false,190.977306,0.460005,0.070313,false,
m133,F045,3,water,public/monsters/m133.webp,310940,3a5db2f4e7f6aca180dca1f65d776171661602cf824b4e0ce7016aad1ca15198,512,512,0,255,0.449547,0.394283,0.474007,0.079723,0.875,1,0,0,0.0625,0.0625,0.517891,0.478705,0.017891,-0.021295,true,true,2,0,false,false,false,false,false,false,90,0.975068,false,185.40934,0.496627,0.067427,false,
m134,F046,1,grass,public/monsters/m134.webp,19320,cb5adcaf135a26e2bf018b0f3a59b7a0c017d770be92f38efd1b4836a0a4c1e9,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,240.264492,0.055013,0.011648,false,
m135,F046,2,grass,public/monsters/m135.webp,22938,4334c2d95043a4d26636027179dfc6b40af86704b216a91ce946b98641e9c551,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,236.80614,0.050687,0.014405,false,
m136,F046,3,grass,public/monsters/m136.webp,41548,4ae00e01f9879be90c2f62c412f5eddc1fbcec77ba6182eb8e98189827f155ed,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,210.971785,0.133802,0.02531,false,
m137,F047,1,bug,public/monsters/m137.webp,211110,ced1a4f52fdbebcaeea6a0e757e6de176ede235407eddb5467ba1e4fd81ab820,512,512,0,255,0.660133,0.290466,0.313671,0.023205,0.833984,0.939453,0.035156,0.025391,0.119141,0.046875,0.469843,0.509248,-0.030157,0.009248,false,false,0,0,false,false,false,false,false,false,9,0.999903,false,140.885558,0.52351,0.082426,false,
m138,F047,2,bug,public/monsters/m138.webp,304770,bbc787b8c831b03763cc770d8ec2a3bd99d64f2be3cc2398b612fac4280ed82b,512,512,0,255,0.519737,0.413155,0.446327,0.033173,0.919922,0.972656,0.013672,0.013672,0.048828,0.03125,0.510421,0.468048,0.010421,-0.031952,false,false,0,0,false,false,false,false,false,false,16,0.999829,false,146.677712,0.572149,0.085566,false,
m139,F047,3,bug,public/monsters/m139.webp,354736,c83b04c4e2d7c4574bdd30a9f7809e3770304909503316cdcdaa4981165fe30a,512,512,0,255,0.443954,0.476051,0.516911,0.040859,0.958984,0.976563,0.013672,0.009766,0.029297,0.011719,0.521701,0.477634,0.021701,-0.022366,false,true,0,0,false,false,false,false,false,false,28,0.999756,false,148.487924,0.610225,0.084867,false,
m140,F048,1,bug,public/monsters/m140.webp,241120,0455c4c120068ca233dfd5c514d0a6023be637cdf90a7495861959082f8e65cb,512,512,0,255,0.585258,0.329544,0.374439,0.044895,0.980469,0.966797,0.019531,0.013672,0.011719,0.007813,0.540054,0.418012,0.040054,-0.081988,false,true,0,0,false,false,false,false,false,false,27,0.999664,false,150.497382,0.42638,0.072743,false,
m141,F048,2,bug,public/monsters/m141.webp,288946,b8be7ddfcf8f5b33a37b1e20bd8c26ef73d76444cf06e93e5f06ef428f4f523b,512,512,0,255,0.515354,0.36945,0.426258,0.056808,0.994141,0.998047,0,0.001953,0.005859,0,0.555958,0.468556,0.055958,-0.031444,true,true,2,0,false,false,false,false,false,false,36,0.999463,false,158.099124,0.475904,0.083754,false,
m142,F048,3,bug,public/monsters/m142.webp,349406,8bac25f9431f18983088b6203809ce1f38159f13bf90dff9bdc33f691139c1c9,512,512,0,255,0.41774,0.456116,0.525185,0.069069,0.994141,0.998047,0,0.001953,0.005859,0,0.569508,0.474374,0.069508,-0.025626,true,true,2,0,false,false,false,false,false,false,58,0.999426,false,166.143,0.454738,0.082133,false,
m143,F049,1,psychic,public/monsters/m143.webp,48386,c7a9d1fccd7d45d12d77a234739002b29a7b89b741a5d13b70392cbe2ea704d6,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,226.664536,0.093514,0.023291,false,
m144,F049,2,psychic,public/monsters/m144.webp,51102,c571ff90d7629f1e4f2b6841263cbb17de929f0c82de2a4e7a1711bd75cd79b1,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,223.452848,0.104591,0.024676,false,
m145,F050,1,ghost,public/monsters/m145.webp,117224,d0760af8f17e6fd9df8be9e6a993f372784cd5133919c9359d82a297dcd8252e,512,512,0,255,0.703781,0.184784,0.230228,0.045444,0.679688,0.847656,0.076172,0.076172,0.169922,0.150391,0.471551,0.559563,-0.028449,0.059563,false,false,0,0,false,false,false,false,false,false,22,0.999437,false,143.485546,0.412768,0.036071,false,
m146,F050,2,ghost,public/monsters/m146.webp,113216,fbfcb143e91b9724bd19138bc48000f7cba2fa29feb5ce9802b13050cd153eb9,512,512,0,255,0.739052,0.145794,0.18602,0.040226,0.511719,0.867188,0.066406,0.066406,0.244141,0.244141,0.45539,0.529349,-0.04461,0.029349,false,false,0,0,false,false,false,false,false,false,57,0.9984,false,147.128231,0.388132,0.044645,false,
m147,F050,3,ghost,public/monsters/m147.webp,166258,eb37efe61c306f096181fc03408f917a6121bb57b0ad81b3f10e565d345f6fcd,512,512,0,255,0.659763,0.198391,0.275032,0.076641,0.470703,0.878906,0.054688,0.066406,0.263672,0.265625,0.487819,0.485054,-0.012181,-0.014946,false,false,0,0,false,false,false,false,false,false,78,0.998641,false,151.078197,0.398426,0.04832,false,
